Name,  Meaning,Gender
Celeste,   Heavenly,F
Chaaya,   Shadow,F
Chadna,   Love,F
Chahana,   Desire; Affection,F
Chahat,   Wish,F
Chahna,   Love,F
Chairavali,   Full moon of Chaitra month,F
Chaitali,   Born in the month of Chaitra,F
Chaitaly,   Name of an ancient city,F
Chaitan,   Consciousness,F
Chaitanya,   Consciousness,F
Chaitna,   Sunflower seed,F
Chaitra,   Aries sign,F
Chakori,   A bird enamoured of the moon,F
Chakrika,   Lakshmi,F
Chalama,   Goddess Parvati,F
Chaman,   Garden,F
Chameli,   Jasmine; A creeper with flowers,F
Chami,   Good,F
Champa,   A flower,F
Champabati,   The capital,F
Champakali,   A bud of champa,F
Champika,   Little champa flower,F
Chanasya,   Delighting,F
Chanchal,   Active,F
Chanchala,   Unsteady; Lakshmi,F
Chanchari,   Bird; Vortex of water,F
Chanda,   Moon,F
Chandalini,   Glorious,F
Chandan,   Sandlewood,F
Chandana,   Sandal wood; Parrot,F
Chandani,   Star; A river,F
Chandanika,   Diminutive,F
Chandi,   Great Goddess,F
Chandika,   Diminutive of Chandana,F
Chandini,   Star,F
Chandni,   Moonlit,F
Chandra,   Moon,F
Chandraja,   Daughter of the moon,F
Chandraki,   Peacock,F
Chandrakin,   A peacock,F
Chandramukhi,   As beautiful as the moon,F
Chandrani,   Wife of the moon,F
Chandrashri,   Moon like face,F
Chandrateja,   Bright as moon,F
Chandrika,   Moonlight,F
Chandrima,   The moon,F
Chandrin,   Made of gold,F
Chane,   Name of a god; Dependability,F
Chanel,   Name of the famous perfume,F
Changuna,   A good woman,F
Chantal,   Place name; Stony place,F
Chapala,   Restless; Lighting,F
Chara,   Quiet and Frisky,F
Charishma,   Lot of good will,F
Charisse,   Cherry like,F
Dadhija,   Daughter of milk,F
Dahlia,   Flower name,F
Daivya,   Divine,F
Daksa,   Talented; Perfect,F
Daksha,   The earth; Sati; Wife of Shiva,F
Dakshata,   Skill,F
Dakshina,   A donation to god or priest,F
Dakshita,   Fully skill person,F
Dalaja,   Produced from petals,F
Daman,   Beauty or mystrious,F
Damayanti,   Nala's wife,F
Damini,   Lightning,F
Damyanti,   Beautiful,F
Dana,   Mother of the Gods in myths,F
Danita,   God is my judge,F
Danna,   To give; Gift,F
Darika,   Maiden,F
Darpana,   A mirror,F
Darpanika,   A small mirror,F
Darsani,   Worth looking at; Another name for Goddess Durga,F
Darshana,   Seeing,F
Darshika,   Intelligent,F
Darshini,   The one who blesses,F
Davina,   God,F
Dawn,   Sun arising,F
Daya,   Kindness; Mercy; Pity,F
Dayamayee,   Kind,F
Dayamayi,   Merciful,F
Dayanita,   Tender,F
Dayita,   Beloved,F
Debanshi,   Deva ansh,F
Deborah,   Queen Bee,F
Debotri,   Submitted to three Gods,F
Deeba,   Silk,F
Deeksha,   Initiation,F
Deepa,   A lamp,F
Deepabali,   Row of lamps,F
Deepakala,   Evening time,F
Deepakshi,   Steady lamp,F
Deepal,   Light,F
Deepali,   Collection of lamps; Row of lamps,F
Deepamala,   Row of lamps,F
Deepana,   Illuminating,F
Deepanjali,   Offering by lighting lamps in worship,F
Deepanti,   Ray of light,F
Deepati,   Bright light,F
Deepika,   A little light,F
Deepita,   Illuminated,F
Deepitha,   Illuminated,F
Deepjyoti,   The light of the lamp,F
Deepra,   More beautiful than moon,F
Deepshika,   Lamp,F
Deepshikha,   Flame,F
Deepta,   Shining,F
Deepti,   Flame; Lustre; Glow; Shine,F
Deesha,   Direction,F
Deeta,   A Name for Goddess Lakshmi,F
Deetya,   Answer of Prayers,F
Deeva,   Sacred lamp,F
Deleena,   Good Looking,F
Delisha,   Happy and make others happy,F
Demira,   Devotee of Lord Krishna,F
Deprietta,   Dark skin,F
Deshna,   Gift,F
Desiha,   Happy; Lemon,F
Desiree,   Desired,F
Desna,   Offering,F
Devahuti,   Daughter of Manu,F
Devak,   Divine,F
Devakali,   Name of a Indian Music raagini,F
Devakanya,   Celestial maiden,F
Devaki,   Mother of Krishna,F
Devakiri,   Name of a raagini,F
Devalata,   Divine wine,F
Devalatha,   Divine wine,F
Devalekha,   Celestial beauty,F
Devalina,   Beloved of the Gods,F
Devamati,   Godly minded; Virtuous,F
Devamayi,   Devine illuision,F
Devananda,   Daughter of gods,F
Devangana,   Celestial maiden,F
Devangi,   Like a Goddess,F
Devangna,   Part of Lord,F
Devanshi,   Divine,F
Devapriya,   Dear to the Gods,F
Devasena,   One who is serving god,F
Devashree,   Goddess Lakshmi,F
Devasree,   Divine beauty,F
Deveshi,   Goddess Durga,F
Devi,   Goddess,F
Devika,   Mother of Krishna,F
Devina,   Resembling a goddess,F
Devishi,   Chief of the Goddesses; Goddess Durga,F
Devkanya,   Divine damsel,F
Devki,   Lord Krishna's mother,F
Devmani,   Divine Gift,F
Devna,   Godly,F
Devshree,   Godess,F
Devya,   Devine power,F
Devyani,   Daughter of Shukraacharya,F
Dexa,   To teach,F
Dhaani,   Light green,F
Dhakiriya,   Daughter of curd,F
Dhanashree,   Beauty,F
Dhanashri,   A raga,F
Dhani,   Rich,F
Dhanishta,   A star,F
Eakshaa,   Rational,F
Eashta,   Eashwara's name,F
Ecchumati,   A river,F
Edha,   Sacred,F
Edhita,   Progressed,F
Edhitha,   Progressed; Increased,F
EelaChelvi,   Eelam Girl,F
Eelakili,   Parakeet from Eelam; Beautiful,F
Eelampirai,   Young Crescent,F
Eena,   Mirror,F
Eenakshi,   Whose eyes look like deer,F
Eesha,   Goddess Parvati; Purity,F
Eeshvi,   God,F
Eha,   Desirous,F
Ehimaya,   An all pervading intellect,F
Eila,   The earth,F
Eiravathi,   River,F
Eiravati,   Lightening; Ravi river,F
Eka,   Matchless; Alone; Unique,F
Ekaa,   Goddess Durga,F
Ekadhana,   A portion of wealth,F
Ekaja,   The only child,F
Ekakitaa,   Loneliness,F
Ekani,   One,F
Ekansha,   Undivided,F
Ekanta,   Devoted Girl,F
Ekantha,   Lovely,F
Ekanthika,   Devoted to one aim,F
Ekantika,   Singly focussed,F
Ekaparana,   Wife of Himalaya,F
Ekaparnika,   Goddess Durga,F
Ekata,   Unity,F
Ekavali,   Single-string,F
Ekavira,   The bravest,F
Ekisha,   One goddess,F
Eksha,   Rational,F
Ekta,   Unity,F
Ektaa,   Unity,F
Ela,   Cardamom tree; Earth,F
Elampirai,   Young crescent,F
Elavarasi,   Youthful; Princess,F
Elena,   The bright one,F
Eleni,   Light or Torch,F
Elil,   Beauty,F
ElilArasi,   Beautiful,F
ElilKani,   Beautiful and as Sweet as a Fruit,F
ElilMani,   Beautiful Gem,F
ElilVili,   Beautiful Eyes,F
Elilammal,   Beautiful Girl,F
Elili,   Beautiful,F
Elina,   Woman with intelligence,F
Elisa,   Dedicated to God,F
Elisai,   Seven Musical Notes; Melodious,F
Ellora,   Clouds,F
Emily,   Emily,F
Emma,   Entire; All,F
Ena,   The zodiac sign of Capricorn,F
Enakshi,   Dear-eyed; Doe-eyed,F
Eravati,   Name of Goddess,F
Erekhsha,   Shining,F
Ereshva,   Righteous,F
Esha,   Pleasure; Desire,F
Eshana,   Search,F
Eshani,   Goddess Parvathi,F
Eshanika,   Fulfilling desire,F
Eshanya,   East,F
Eshika,   An arrow; Dart,F
Eshita,   One who desires,F
Esita,   Desired,F
Eta,   Luminous,F
Etasha,   Shining,F
Ethaha,   Shining,F
Eva,   Lifegiving,F
Evangelia,   One who brings good news,F
Evelina,   Lifegiving,F
Faatin,   Captivating,F
Faatina,   Captivating,F
Fadheela,   Virtue,F
Fadilah,   Virtuous; Outstanding; Superior; Cultured and Refined,F
Fadwa,   Name derived from self-sacrifice,F
Faith,   One of the virtues,F
Faiza,   Gain,F
Faizah,   Victorious; Winner,F
Fajyaz,   Artistic,F
Falak,   Star,F
Falgun,   A month in the Hindu calendar,F
Falguni,   Born in Falgun; A Hindu month,F
Farah,   Joy,F
Fareeda,   Unique; Matchless; Precious Pearl or Gem,F
Fareeha,   Happy; Joyful; Cheerful; Glad,F
Farha,   Happiness,F
Farhana,   Beautiful,F
Farhanaa,   Beautiful,F
Farhat,   Happiness,F
Farheen,   Happy,F
Farhina,   Happiness,F
Faria,   A caravan,F
Farida,   Turquoise,F
Faridah,   Unique; Matchless; Precious Pearl or Gem,F
Farihah,   Happy; Joyful; Cheerful; Glad,F
Farohar,   Angel; Spirit,F
Farzana,   Intelligence,F
Fatima,   The prophet Mohammad's daughter,F
Fatimah,   Accustom; Daughter of the Prophet,F
Fatin,   Captivating; Alluring; Enchanting,F
Fatinah,   Captivating; Alluring; Enchanting,F
Fatma,   The prophet Mohammad's daughter,F
Fawiza,   Successful,F
Fawziya,   Successful; Victorious,F
Fawziyyah,   Successful; Victorious,F
Fayyim,   Strong,F
Fazeela,   Faithful,F
Felicy,   Happiness,F
Fellah,   Arabian jasmine,F
Filza,   Light,F
Firaki,   Fragrance,F
Firdaws,   Highest garden in Paradise,F
Firdoos,   Highest garden in Paradise,F
Firoja,   Stone,F
Firoza,   Turquoise,F
Firyal,   Name,F
Fiza,   Breeze,F
Fizza,   Nature,F
Fizzah,   Silver; Pure,F
Flaminia,   Priest,F
Foolan,   Flowering,F
Foolmala,   Garland,F
Foolwati,   Delicated as a flower,F
Foram,   Fragrance,F
Forum,   Fragarance,F
Frayashti,   Worship; Praise,F
Freya,   Goddess of love,F
Fritha,   Beloved,F
Fulki,   Spark,F
Fullan,   Blooming,F
Fullara,   Wife of Kalketu,F
Fulmala,   Garland,F
Gabrielle,   The heroine of God,F
Gagana,   The sky,F
Gagandeep,   Light of the sky,F
Gaganjot,   Light of the sky,F
Gahana,   Ornaments,F
Gail,   See Abigail,F
Gajagamini,   Fajestic- like an elephant's walk,F
Gajendra,   Elephant king,F
Gajra,   A string of flowers,F
Galeen,   White light,F
Ganda,   Knot,F
Gandha,   Fragrant,F
Gandhali,   Fragrance of flowers,F
Gandhara,   Fragrance,F
Gandhari,   From gandhara,F
Gandharika,   Preparing perfume,F
Gandhini,   Fragrant,F
Ganesa,   Good luck,F
Ganga,   Sacred river of India,F
Ganghari,   Girl from gandhar,F
Gangi,   Goddess Durga,F
Gangika,   River Ganga,F
Gangotri,   Sacred river of India,F
Ganika,   Flower,F
Ganita,   Regarded,F
Ganitha,   REgarded,F
Ganjan,   Exceeding,F
Garati,   Virtuous woman,F
Gargi,   An ancient scholar,F
Garima,   Warmth,F
Garvita,   To be proud of,F
Gathika,   Song,F
Gatita,   A river,F
Gatleen,   Merged in freedom,F
Gatsharan,   Liberated by taking shelter of Guru,F
Gauhar,   A pearl,F
Gaura,   A fair woman,F
Gauranga,   Fair; Cow coloured,F
Gauri,   A fair woman; Parvati,F
Gaurika,   A young Girl,F
Gaurvi,   Proud,F
Gautami,   Wife a sage Gautam; River Godavari,F
Gavithra,   Goddess of Garba and dance,F
Gayana,   Singing,F
Gayanthika,   Singing,F
Gayantika,   Singing,F
Gayathri,   Phased; Verse,F
Gayatri,   The chant of salvation; Goddess Durga,F
Gazala,   A deer,F
Geena,   Silvery,F
Geet,   Melody,F
Geeta,   Holy book of the Hindus,F
Geeti,   A song,F
Geetika,   A little song,F
Gehna,   Ornament,F
Geshna,   Singer,F
Ghaada,   Beautiful,F
Ghaaliya,   Fragrant,F
Ghadah,   Beautiful,F
Ghaliyah,   Fragrant,F
Ghaniyah,   Pretty Girl; Beautiful woman; Beauty,F
Gharcheen,   One who realizes the Home within,F
Ghata,   Clouds,F
Ghayda,   Young and delicate,F
Ghaydaa,   Young and delicate,F
Ghazal,   Ghazal,F
Ghusoon,   Branches of a tree,F
Ghusun,   Branches of a tree,F
Gia,   Life; God is gracious,F
Giaan,   One having exalted divine knowledge,F
Giaandeep,   Lamp of divine knowledge,F
Giaanleen,   One absorbed in divine light,F
Giaanpreet,   One who loves the divine knowledge,F
Giaanroop,   Embodiment of divine light,F
Giaanveer,   Brave and divine in knowledge,F
Giinni,   Precious gold coin,F
Gillian,   Youth; Sweetheart,F
Gina,   Silvery,F
Ginni,   Precious gold coin,F
Gira,   Language,F
Giribala,   Godess parvathi,F
Girija,   Born of a mountain; Goddess Parvati,F
Girisha,   Goddess Parvati,F
Gita,   Song,F
Gitali,   Lover of song,F
Gitanjali,   An offering of songs,F
Gitashri,   The Bhagvat Gita,F
Githika,   A small song,F
Gitika,   Gitika,F
Giva,   Hill,F
GnanaMagal,   Intelligent Girl,F
GnanaValli,   Intelligent,F
Gnanamalar,   Intelligent flower,F
Gnanamani,   Intelligent gem,F
Godavari,   Sacred river of India,F
Godavri,   A river,F
Goldy,   Made of gold,F
Gomati,   Name of a river,F
Gomti,   A river,F
Gool,   A flower,F
Gopa,   Gautama's wife,F
Gopi,   A cowherd; Cowherd woman,F
Gopika,   A cowherd; Cowherd woman,F
Goral,   The fair girl,F
Gori,   Gori,F
Gorma,   Goddess Parvati,F
Gorochana,   Goddess Parvati,F
Gourangi,   Fair,F
Govindi,   A devotee of Lord krishna,F
Gowri,   Bright; Parvati,F
Granthana,   Book,F
Greashma,   Summer,F
Greeshma,   Summer season,F
Greta,   A pearl,F
Grhitha,   Understood and accepted,F
Griffin,   Fierce,F
Grishma,   Warmth,F
Gruev,   Vigilant,F
Grutika,   Gravity,F
Gudiya,   Doll,F
Guhika,   Voice of a bird,F
Gul,   Flower,F
Gulab,   Rose,F
Gulika,   Ball,F
Guna,   Good Character,F
GunaMaalai,   Possessing Good Character,F
GunaMalar,   Possessing Good Character,F
GunaVadivu,   Symbol of Good Character,F
Gunavati,   Virtuous,F
Guncha,   Bunch of flowers,F
Gundeep,   Lamp of excellences,F
Guneet,   Full of talent,F
Gungun,   Humming; Singing,F
Gunita,   Virtuous,F
Gunitha,   Proficient,F
Gunjan,   Humming,F
Gunjana,   Buzzing of a bee,F
Gunjika,   Humming,F
Gunjita,   Humming of bee,F
Gunnika,   Garland,F
Gunpreet,   The lover of excellences,F
Gunwanti,   Virtuous,F
Gurbani,   Sikhs religious prayer,F
Gurcharan,   One who takes shelter in Guru's Lotus Feet,F
Gurdeep,   Lamp of the Guru,F
Gurinder,   Lord,F
Gurjari,   A raga,F
Gurjeet,   One winning the Guru's heart,F
Gurjeevan,   One who lives a life as ordianed by Guru,F
Gurkeerat,   One who sings praises of the Guru,F
Gurkiran,   The ray of Guru's light,F
Gurneet,   Guru's moral,F
Gurparveen,   Goddess of the stars,F
Gurpraveen,   Goddess of the stars,F
Gurpreet,   Love of guru or guru's love,F
Gwenith,   Wonderful; Pretty,F
Gyanada,   Goddess Saraswati,F
Haadiya,   Guide to righteousness,F
Haadiyaa,   Guide to righteousness,F
Haala,   Aureole,F
Haasa,   Smile,F
Habiba,   Beloved,F
Hadiya,   Gift,F
Hafiza,   Protected,F
Haifa,   Slender; Of beautiful body,F
Haima,   Goddess Parvati; Snow,F
Haimavati,   Parvati; Lord Shiva's wife,F
Haimi,   Golden,F
Haituka,   Well Wisher,F
Haleema,   Gentle; Patient,F
Haley,   Ingenious or scientific,F
Hameeda,   Praiseworthy,F
Hamsa,   Swan Hamsavahini,F
Hamsini,   Who rides a swan; Saraswathi,F
Hana,   Happiness,F
Hanan,   Mercy,F
Haneefa,   True believer,F
Hanima,   A wave,F
Haniya,   Pleased; Happy,F
Hannah,   God has favoured me,F
Hansa,   Swan,F
Hansamala,   A line or row of swans,F
Hansaveni,   Another name for Saraswathi,F
Hanshita,   Swan,F
Hansika,   Swan,F
Hansini,   Swan and Beautiful lady,F
Hansuja,   Laxmi,F
Happy,   Joyful,F
Hari priya,   Goddess Laxmi,F
Haribala,   Daughter of Lord Vishnu,F
Hariganga,   Ganga of Vishnu,F
Harijatha,   Fair haired,F
Harimanti,   Born in the season of hemanta,F
Harinakshi,   Doe-eyed; One with eyes like deer,F
Harinee,   Experience,F
Harini,   A deer,F
Haripriya,   Consort of Lord Vishnu; Lakshmi,F
Harita,   Green,F
Harithi,   Green,F
Haritima,   Greenery,F
Harjas,   Praise of the God,F
Harleen,   Absorbed in god,F
Harleena,   Thinking of God at all times,F
Harley,   Place name,F
Harmya,   Palace,F
Harper,   One who plays the harp,F
Harpita,   Dedicated,F
Harsha,   Happiness,F
Harshada,   One who brings happiness; Giver of joy,F
Harshal,   Glad,F
Harshi,   Joyous,F
Harshika,   Laugh,F
Harshini,   Joyous; Happy,F
Harshita,   Joyful; Who brings happiness,F
Harshitha,   Full of joy,F
Harsika,   Laugh,F
Hasanthi,   One that delights,F
Hasanti,   One that delights,F
Hasika,   Smiling,F
Hasina,   Good; Beautiful,F
Hasini,   Happy,F
Hasita,   Happy; Full of laughter,F
Hasna,   Laughing,F
Hasumati,   Happy,F
Hatisha,   With no desire,F
Havisha,   God lakshmi,F
Haya,   Modesty,F
Hayaam,   Deliriously in love,F
Hayat,   Life,F
Hazel,   Colour of sun set; Reddish brown,F
Heather,   Flower,F
Heba,   The gift of god,F
Hedy,   Sweet or pleasent,F
Heena,   Mehendi,F
Heer,   Generous and understanding,F
Heera,   Diamond,F
Heerkani,   Small diamond,F
Heesha,   Hasmukh,F
Heet,   Well Wisher,F
Hela,   Moonlight,F
Helen,   The bright one,F
Helena,   Spiritual light,F
Helli,   Light,F
Helly,   Rain fall,F
Helna,   Lights,F
Hema,   Golden,F
Hemadri,   Golden hills,F
Hemakshi,   Golden eyes,F
Hemal,   Golden,F
Hemalata,   Golden creeper,F
Hemali,   To bring wealth,F
Hemangi,   Golden body,F
Hemangini,   Girl with golden body,F
Hemani,   Goddess Parvati,F
Hemaniya,   Ice forest,F
Hemanti,   Early winter; Born in the Hemant season,F
Hemanya,   Golden bodied,F
Hemaprabha,   Golden light,F
Hemashri,   One with golden body,F
Hemavati,   Goddess Parvati,F
Hemkanta,   Golden Girl,F
Hemlata,   Golden creeper,F
Hemli,   Good sense of humour,F
Hena,   A flower,F
Henna,   Mehndi,F
Hera,   Queen of Gods,F
Hessa,   Destiny,F
Het,   Love,F
Hetal,   Friendly,F
Hetanshi,   Aanandi; A part of love,F
Heti,   Sun ray,F
Hetsi,   Lovable,F
Hetvi,   Love,F
Hiba,   Gift,F
Hibah,   A gift from God,F
Hilary,   Cheerful or happy,F
Hili,   Dancer,F
Hilla,   Timid,F
Hillary,   Cheerful; Happy,F
Hima,   Snow; Bindu,F
Himadri,   Peak of snow; The Himalaya mountain,F
Himagouri,   Parvati,F
Himaja,   Goddess Parvati,F
Himakriti,   Like ice,F
Himani,   Parvati; Snow,F
Himanshi,   Part of snow,F
Himansi,   Cool,F
Himarsha,   From the mountains,F
Hina,   Henna; A shrub,F
Hinal,   Godess of Beauty and Wealth,F
Hind,   Proper name,F
Hinda,   Female deer,F
Hindola,   A raga,F
Hir,   Ranjha's lover;,F
Hira,   Diamond; Another name for Lakshmi,F
Hiral,   Lustrous,F
Hiranmayi,   Golden Girl,F
Hiranya,   Golden,F
Hiranyadha,   Giving gold,F
Hirkani,   Small diamond,F
Hita,   Lovable,F
Hitaishi,   Well wisher,F
Hitakshi,   One with caring eyes,F
Hitashri,   One who thinks good for everyone,F
Hitee,   Love and care,F
Hiteshree,   Goddess Laxmi's second name,F
Hiti,   Well-wisher,F
Hitu,   Well wisher,F
Hiya,   Heart,F
Hiyasha,   Hope of my heart,F
Holika,   Lighting of ceremonial fire,F
Homali,   Jasamine,F
Homika,   Buddy; Close friend,F
Honey,   Sweetheart,F
Honnesha,   Rich person,F
Hoor,   A celestical,F
Hooriya,   Angel,F
Hoshika,   Star,F
Hradha,   Lake,F
Hradini,   Lightening,F
Hridya,   Heart,F
Hridyesha,   Heart,F
Hrishita,   Joyful; Who brings happiness,F
Hritvi,   Season,F
Huda,   Right guidance,F
Huma,   Bird of paradise,F
Humaila,   Golden Necklace,F
Husn,   Beauty,F
Husna,   Beautiful,F
Hyma,   Godess Parvathi,F
Ibha,   Hope,F
Ibtihaaj,   Joy,F
Iccha,   Wish,F
Ida,   Norman origin; Diligent,F
Idha,   Insight,F
Idhaya,   Heart,F
Idhika,   Another name for parvathi,F
Idhitri,   One who praises,F
Idika,   The Earth,F
Iditri,   Complimentary,F
Iha,   The earth; Wish,F
Ihina,   Enthusiasm,F
Ihita,   Desire,F
Ihitha,   Desired,F
Ija,   Mother,F
Ijaya,   Sacrifice,F
Ikraam,   Honour; Hospitality; Generosity,F
Iksha,   Sight,F
Ikshana,   Sight,F
Ikshita,   Visible,F
Ikshitha,   Visible,F
Ikshu,   Sugarcane,F
Ikshula,   Holy river,F
Iksura,   Fragrant Grass,F
Ila,   Earth; Daughter of Manu,F
Ilakkiya,   A classic,F
Ilampirai,   Young crescent,F
Ilavalagi,   Young and beautiful,F
Ilavenil,   Spring; Youthful,F
Ilhaam,   Intuition,F
Ilisha,   Queen of the earth,F
Iman,   Faith; Belief,F
Imani,   Trustworthy,F
Imtithal,   Polite; Obedience,F
Ina,   Mother,F
Inaam,   Act of kindness; Benefaction; Bestowal,F
Inas,   Capable; Sociability,F
Inaya,   Concern; Solicitude,F
Inayat,   Kindness,F
Indali,   Powerful,F
Indhusree,   Full moon,F
Indira,   Goddess Lakshmi,F
Indiya,   Knowledgeable,F
Indra,   God of the sky,F
Indrakanta,   Indrani; Shachi,F
Indrakshi,   One with beautiful eyes,F
Indrani,   Wife of Indra,F
Indrasena,   Daughter of King Nala,F
Indratha,   Power and dignity of Indra,F
Indrayani,   The name of a sacred river,F
Indrina,   Deep,F
Indu,   Moon,F
Induja,   Narmada river,F
Indukala,   Moonlight,F
Indukanta,   Wife of moon; Night,F
Indulala,   Moon light,F
Indulekha,   Moon,F
Induleksh,   The moon,F
Induma,   Moon,F
Indumati,   The full moon,F
Indumauli,   Moon Crested,F
Indumukhi,   With moonlike face,F
Induprabha,   Moon rays,F
Ingitha,   Like,F
Inika,   Small Earth,F
Iniya,   Sweet,F
Inkurali,   Sweet voice,F
Insiyah,   Woman,F
Intisaar,   Triumph,F
Inu,   Attractive,F
Iona,   Purple gem,F
Ipsa,   Ambition; Desire,F
Ipsita,   Desired,F
Ira,   Earth; Saraswati,F
Iraja,   Wind's daughter,F
Iram,   Garden in paradise,F
Iravati,   Ravi river in India,F
Iris,   Rainbow,F
Irit,   Daffodil,F
Irtika,   End,F
Isabel,   Dedicated to God,F
Isai,   Music,F
Isha,   One who protects; Goddess Durga; The female energy,F
Ishana,   Rich; Goddess Durga,F
Ishani,   Goddess Durga; Parvati; Wife of Lord Shiva,F
Ishanika,   Belonging to the north east,F
Ishanvi,   Parvathi,F
Ishanya,   North east,F
Ishi,   Goddess Durga,F
Ishika,   Pain brush,F
Ishita,   Superior; Mastery; Wealth,F
Ishq,   Love,F
Ishrat,   Affection,F
Ishta,   Another name for Lord Vishnu,F
Ishvari,   The best among the divine,F
Ishwari,   Goddess,F
Ishwarya,   God's prosperity,F
Ishya,   Spring,F
Isla,   Island,F
Iti,   Start,F
Itishree,   The End,F
Itkila,   Fragrant,F
Ivy,   A creeper,F
Iyalisai,   Music,F
Iyla,   Moonlight,F
Iyuna,   Lover,F
Izdihaar,   Flourishing; Blossoming,F
Izna,   Light,F
Jaba,   Hibiscus,F
Jabeen,   Forehead,F
Jade,   Stone,F
Jafit,   Beautiful,F
Jagadamba,   Mother of the universe,F
Jaganmata,   Mother of the world,F
Jaganmayee,   Goddess lakshmi,F
Jagathi,   Of the universe,F
Jagati,   Bestowed with speed,F
Jagavi,   Born of the world,F
Jagrati,   Awakening,F
Jagravi,   King,F
Jagriti,   Vigilance,F
Jagruthi,   Creator,F
Jagruti,   Awareness,F
Jagvi,   Worldly,F
Jahal,   Godess of power,F
Jahan,   The World,F
Jahanara,   Queen of the world,F
Jahanvi,   Ganga,F
Jaheel,   Lake,F
Jahnavi,   Ganga river,F
Jai,   Flower,F
Jaika,   Conqueror,F
Jailekha,   A record of victory,F
Jaiman,   Victorious,F
Jaimathi,   Victorious mind,F
Jaimati,   Victorious mind,F
Jaina,   Good character,F
Jaipriya,   Beloved of victory,F
Jaishree,   Honour of victory,F
